	CodigoMatricula	AreaPrograma	Cargo	NombrePais	VersionPrograma	Modalidad
0	9958111A22628	Seguridad Alimentaria	Gerente General/ Apoderado	Perú	Sin Version	Online Asincronica
1	10331026A22124	Transformación Digital	Analista	Perú	Sin Version	Online Asincronica
2	9986045A19794	Seguridad y Salud en el Trabajo	Gerente General/ Apoderado	Perú	Sin Version	Online Asincronica
3	9505135A22124	Transformación Digital	Jefe	Perú	Sin Version	Online Asincronica
4	9902395A22124	Transformación Digital	Otros	Perú	Sin Version	Online Asincronica
5	9459388A21895	Proyectos	Coordinador	Perú	Sin Version	Online Asincronica
6	10453782A22124	Transformación Digital	Encargado	Perú	Sin Version	Online Asincronica
7	9524725A21895	Proyectos	Asistente	Perú	Sin Version	Online Asincronica
8	10399850A22124	Transformación Digital	Supervisor	Perú	Sin Version	Online Asincronica
9	10271800A22087	Transformación Digital	Jefe	Perú	Sin Version	Online Asincronica
10	10510789A25201	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
11	10575776A24362	Mantenimiento	Supervisor	Perú	Sin Version	Online Asincronica
12	10459196A25209	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
13	10217020A24542	Proyectos	Jefe	Perú	Sin Version	Online Asincronica
14	10555535A25106	Transformación Digital	Gerente de Área/Unidad	Perú	Sin Version	Online Asincronica
15	10269430A20297	Transformación Digital		Perú	Sin Version	Online Asincronica
16	71240A21299	Gestión Ambiental	Supervisor	Perú	Sin Version	Online Asincronica
17	289462A23002	Seguridad Alimentaria	Supervisor	Perú	Sin Version	Online Asincronica
18	10244919A22621	Seguridad Alimentaria	Gerente General/ Apoderado	Perú	Sin Version	Online Asincronica
19	9741557A22120	Transformación Digital	Director/Presidente/CEO	Perú	Sin Version	Online Asincronica
20	9670972A22621	Seguridad Alimentaria	Gerente General/ Apoderado	Perú	Sin Version	Online Asincronica
21	9544348A22120	Transformación Digital	Asistente	Perú	Sin Version	Online Asincronica
22	18936A22120	Transformación Digital		Perú	Sin Version	Online Asincronica
23	10330655A22120	Transformación Digital	Asistente	Perú	Sin Version	Online Asincronica
24	9641514A22120	Transformación Digital	Ejecutivo	Perú	Sin Version	Online Asincronica
25	9902910A21642	Mantenimiento	Prevencionista	Perú	Sin Version	Online Asincronica
26	10527242A24725	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
27	10451219A24725	Seguridad y Salud en el Trabajo	Coordinador	Perú	Sin Version	Online Asincronica
28	9942700A24725	Seguridad y Salud en el Trabajo	Asistente	Perú	Sin Version	Online Asincronica
29	9742031A24725	Seguridad y Salud en el Trabajo	Jefe	Perú	Sin Version	Online Asincronica
30	10096467A21261	Calidad	Supervisor	Perú	Sin Version	Online Asincronica
31	10081099A21261	Calidad	Analista	Perú	Sin Version	Online Asincronica
32	10164707A19741	Seguridad Alimentaria	Analista	Perú	Sin Version	Online Asincronica
33	10261411A21261	Calidad	Asistente	Perú	Sin Version	Online Asincronica
34	10268929A21261	Calidad	Supervisor	Perú	Sin Version	Online Asincronica
35	10231847A21261	Calidad	Jefe	Perú	Sin Version	Online Asincronica
36	10265472A21261	Calidad	Jefe	Perú	Sin Version	Online Asincronica
37	191401A21261	Calidad	Coordinador	Perú	Sin Version	Online Asincronica
38	22247A21261	Calidad	Supervisor	Perú	Sin Version	Online Asincronica
39	9680596A21264	Calidad	Asistente	Perú	Sin Version	Online Asincronica
40	10555651A25217	Seguridad Alimentaria	Consultor	Perú	Sin Version	Online Asincronica
41	120304A22002	Seguridad y Salud en el Trabajo	Analista	Perú	Sin Version	Online Asincronica
42	9829282A21278	Calidad	Supervisor	Perú	Sin Version	Online Asincronica
43	10217891A21260	Seguridad de la Información	Coordinador	Perú	Sin Version	Online Asincronica
44	9957760A21939	Seguridad de la Información	Coordinador	Perú	Sin Version	Online Asincronica
45	9574103A22002	Seguridad y Salud en el Trabajo	Jefe	Perú	Sin Version	Online Asincronica
46	10130069A21995	Calidad	Supervisor	Perú	Sin Version	Online Asincronica
47	10356776A21264	Calidad	Jefe	Perú	Sin Version	Online Asincronica
48	10225524A21576	Mantenimiento	Supervisor	Perú	Sin Version	Online Asincronica
49	10268483A22002	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
50	10017301A22002	Seguridad y Salud en el Trabajo	Coordinador	Perú	Sin Version	Online Asincronica
51	10317378A22002	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
52	9498466A22002	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
53	10267223A22002	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
54	10405899A22002	Seguridad y Salud en el Trabajo	Ejecutivo	Perú	Sin Version	Online Asincronica
55	9905909A25208	Seguridad y Salud en el Trabajo	Gerente de Área/Unidad	Perú	Sin Version	Online Asincronica
56	10555667A24976	Seguridad de la Información	Otros	Perú	Sin Version	Online Asincronica
57	90865A21996	Seguridad y Salud en el Trabajo	Jefe	Perú	Sin Version	Online Asincronica
58	9906549A21999	Seguridad y Salud en el Trabajo	Asistente	Perú	Sin Version	Online Asincronica
59	10192269A26364	Mantenimiento	Supervisor	Perú	Sin Version	Online Asincronica
60	10131099A21999	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
61	10195363A21999	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
62	9761642A21260	Calidad	Analista	Perú	Sin Version	Online Asincronica
63	10292842A22995	Seguridad Alimentaria	Ejecutivo	Perú	Sin Version	Online Asincronica
64	10099664A21300	Seguridad y Salud en el Trabajo	Coordinador	Perú	Sin Version	Online Asincronica
65	9026967A21260	Calidad	Jefe	Perú	Sin Version	Online Asincronica
66	40775A21260	Calidad	Asistente	Perú	Sin Version	Online Asincronica
67	9656085A21260	Calidad	Supervisor	Perú	Sin Version	Online Asincronica
68	10177025A24443	Calidad	Analista	Perú	Sin Version	Online Asincronica
69	10593657A24403	Mantenimiento	Supervisor	Perú	Sin Version	Online Asincronica
70	10227090A19571	Proyectos	Practicante	Perú	Sin Version	Online Asincronica
71	9935259A21572	Mantenimiento	Jefe	Perú	Sin Version	Online Asincronica
72	10248045A21572	Mantenimiento	Otros	Perú	Sin Version	Online Asincronica
73	197308A21572	Mantenimiento	Asistente	Perú	Sin Version	Online Asincronica
74	10358079A21509	Finanzas	Consultor	Perú	Sin Version	Online Asincronica
75	10284102A21300	Seguridad y Salud en el Trabajo	Asistente	Perú	Sin Version	Online Asincronica
76	10201772A22124	Transformación Digital	Practicante	Perú	Sin Version	Online Asincronica
77	9667906A22124	Transformación Digital	Analista	Perú	Sin Version	Online Asincronica
78	10173959A21640	Mantenimiento	Otros	Perú	Sin Version	Online Asincronica
79	10073230A21577	Mantenimiento	Supervisor	Perú	Sin Version	Online Asincronica
80	10192490A21640	Mantenimiento	Supervisor	Perú	Sin Version	Online Asincronica
81	10408470A21577	Mantenimiento	Supervisor	Perú	Sin Version	Online Asincronica
82	10064511A24362	Mantenimiento	Asistente	Perú	Sin Version	Online Asincronica
83	10318752A25759	Finanzas	Asistente	Perú	Sin Version	Online Asincronica
84	10215698A21199	Data Science	Estudiante	Perú	Sin Version	Online Asincronica
85	9435757A24542	Proyectos	Analista	Perú	Sin Version	Online Asincronica
86	10140281A24542	Proyectos	Instrumentista	Perú	Sin Version	Online Asincronica
87	10076605A22936	Data Science	Otros	Perú	Sin Version	Online Asincronica
88	9938981A22120	Transformación Digital	Asistente	Perú	Sin Version	Online Asincronica
89	9649473A22120	Transformación Digital	Coordinador	Perú	Sin Version	Online Asincronica
90	10311242A21642	Mantenimiento	Encargado	Perú	Sin Version	Online Asincronica
91	9649754A24367	Mantenimiento	Encargado	Perú	Sin Version	Online Asincronica
92	10135389A19741	Seguridad Alimentaria	Supervisor	Perú	Sin Version	Online Asincronica
93	10194349A19990	Mantenimiento	Funcionario Publico	Perú	Sin Version	Online Asincronica
94	9492940A21261	Calidad	Consultor	Perú	Sin Version	Online Asincronica
95	40737A21264	Calidad	Supervisor	Perú	Sin Version	Online Asincronica
96	9723967A21261	Calidad	Jefe	Perú	Sin Version	Online Asincronica
97	9633686A21261	Calidad	Supervisor	Perú	Sin Version	Online Asincronica
98	9492412A25134	Transformación Digital	Supervisor	Perú	Sin Version	Online Asincronica
99	10677872A25134	Transformación Digital	Consultor	Perú	Sin Version	Online Asincronica
100	10618773A25134	Transformación Digital	Otros	Perú	Sin Version	Online Asincronica
101	9479827A25217	Seguridad Alimentaria	Analista	Perú	Sin Version	Online Asincronica
102	10098211A22002	Seguridad y Salud en el Trabajo	Jefe	Perú	Sin Version	Online Asincronica
103	9962106A21261	Calidad	Supervisor	Perú	Sin Version	Online Asincronica
104	10193496A21261	Calidad	Coordinador	Perú	Sin Version	Online Asincronica
105	10297500A22002	Seguridad y Salud en el Trabajo		Perú	Sin Version	Online Asincronica
106	10200219A22002	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
107	10222226A25208	Seguridad y Salud en el Trabajo	Coordinador	Perú	Sin Version	Online Asincronica
108	9667066A21896	Proyectos	Jefe	Perú	Sin Version	Online Asincronica
109	10503689A24443	Calidad	Coordinador	Perú	Sin Version	Online Asincronica
110	10319505A26104	Seguridad Alimentaria	Formador y Capacitador	Perú	Sin Version	Online Asincronica
111	10506669A26041	Calidad	Practicante	Perú	Sin Version	Online Asincronica
112	9656550A19351	Tecnologías de la Información	Coordinador	Perú	Sin Version	Online Asincronica
113	264611A21953	Seguridad de la Información	Otros	Perú	Sin Version	Online Asincronica
114	10247319A22995	Seguridad Alimentaria	Jefe	Perú	Sin Version	Online Asincronica
115	9575185A22056	Tecnologías de la Información	Asistente	Perú	Sin Version	Online Asincronica
116	10285825A22056	Tecnologías de la Información	Gerente de Área/Unidad	Perú	Sin Version	Online Asincronica
117	9976781A21999	Seguridad y Salud en el Trabajo	Auditor	Perú	Sin Version	Online Asincronica
118	9601994A22995	Seguridad Alimentaria	Coordinador	Perú	Sin Version	Online Asincronica
119	9938883A24366	Mantenimiento	Jefe	Perú	Sin Version	Online Asincronica
120	166189A24366	Mantenimiento	Supervisor	Perú	Sin Version	Online Asincronica
121	10318355A21999	Seguridad y Salud en el Trabajo	Estudiante	Perú	Sin Version	Online Asincronica
122	10311622A21999	Seguridad y Salud en el Trabajo	Gerente de Área/Unidad	Perú	Sin Version	Online Asincronica
123	10358196A21999	Seguridad y Salud en el Trabajo	Coordinador	Perú	Sin Version	Online Asincronica
124	10134740A24443	Calidad	Coordinador	Perú	Sin Version	Online Asincronica
125	10376866A24724	Gestión Ambiental	Asistente	Perú	Sin Version	Online Asincronica
126	10671904A25130	Transformación Digital	Analista	Perú	Sin Version	Online Asincronica
127	10191250A21509	Finanzas	Gerente General/ Apoderado	Perú	Sin Version	Online Asincronica
128	10220556A21509	Finanzas	Gerente de Área/Unidad	Perú	Sin Version	Online Asincronica
129	10186285A21572	Mantenimiento		Perú	Sin Version	Online Asincronica
130	9736783A21300	Seguridad y Salud en el Trabajo	Jefe	Perú	Sin Version	Online Asincronica
131	10210018A21572	Mantenimiento	Gerente General/ Apoderado	Perú	Sin Version	Online Asincronica
132	9523296A21572	Mantenimiento	Operario	Perú	Sin Version	Online Asincronica
133	9510503A19937	Construcción	Gerente de Área/Unidad	Perú	Sin Version	Online Asincronica
134	9760911A21815	Minería	Jefe	Perú	Sin Version	Online Asincronica
135	9699420A21503	Finanzas	Otros	Perú	Sin Version	Online Asincronica
136	10350075A21503	Finanzas	Analista	Perú	Sin Version	Online Asincronica
137	10661727A24663	Minería	Practicante	Perú	Sin Version	Online Asincronica
138	9757919A19671	Gestión Ambiental	Coordinador	Perú	Sin Version	Online Asincronica
139	9541437A22711	Gestión Ambiental	Coordinador	Perú	Sin Version	Online Asincronica
140	10593052A24500	Proyectos	Coordinador	Perú	Sin Version	Online Asincronica
141	10534845A24480	Gestión Ambiental	Supervisor	Perú	Sin Version	Online Asincronica
142	9902395A24500	Proyectos	Otros	Perú	Sin Version	Online Asincronica
143	9643978A19493	Data Science	Analista	Perú	Sin Version	Online Asincronica
144	9678035A21471	Continuidad del Negocio	Analista	Perú	Sin Version	Online Asincronica
145	10153711A21345	Calidad	Analista	Perú	Sin Version	Online Asincronica
146	9591655A24511	Proyectos	Gerente General/ Apoderado	Perú	Sin Version	Online Asincronica
147	10558943A25819	Seguridad de la Información	Supervisor	Perú	Sin Version	Online Asincronica
148	10614574A25533	Seguridad y Salud en el Trabajo	Otros	Perú	Sin Version	Online Asincronica
149	9970014A26363	Mantenimiento	Supervisor	Perú	Sin Version	Online Asincronica
150	10627657A26363	Mantenimiento	Encargado	Perú	Sin Version	Online Asincronica
151	10326367A21471	Continuidad del Negocio	Otros	Perú	Sin Version	Online Asincronica
152	10066642A24754	Calidad	Jefe	Perú	Sin Version	Online Asincronica
153	10412133A25753	Finanzas	Asistente	Perú	Sin Version	Online Asincronica
154	10661025A26363	Finanzas	Jefe	Perú	Sin Version	Online Asincronica
155	10576714A25172	Proyectos		Perú	Sin Version	Online Asincronica
156	10102167A25000	Continuidad del Negocio	Analista	Perú	Sin Version	Online Asincronica
157	10087640A20380	Transformación Digital	Analista	Perú	Sin Version	Online Asincronica
158	10193220A21674	Minería	Otros	Perú	Sin Version	Online Asincronica
159	9608725A19590	Calidad	Encargado	Perú	Sin Version	Online Asincronica
160	10301930A19590	Calidad	Estudiante	Perú	Sin Version	Online Asincronica
161	9070A21674	Minería	Superintendente	Perú	Sin Version	Online Asincronica
162	106216A20059	Mantenimiento	Otros	Perú	Sin Version	Online Asincronica
163	9644481A22272	Transformación Digital	Otros	Perú	Sin Version	Online Asincronica
164	10069777A25137	Transformación Digital	Analista	Perú	Sin Version	Online Asincronica
165	10392049A24971	Seguridad de la Información	Asistente	Perú	Sin Version	Online Asincronica
166	10691528A25137	Transformación Digital	Analista	Perú	Sin Version	Online Asincronica
167	9494584A25137	Transformación Digital	Jefe	Perú	Sin Version	Online Asincronica
168	10717362A24556	Minería	Asistente	Perú	Sin Version	Online Asincronica
169	9640332A25137	Transformación Digital	Otros	Perú	Sin Version	Online Asincronica
170	10053162A18387	Tecnologías de la Información	Otros	Perú	Sin Version	Online Sincronica
171	9777934A21301	Calidad	Asistente	Perú	Sin Version	Online Asincronica
172	10101576A23053	Minería	Asistente	Perú	Sin Version	Online Asincronica
173	10094005A18851	Tecnologías de la Información	Asistente	Perú	Sin Version	Online Asincronica
174	12764A20952	Seguridad y Salud en el Trabajo	Jefe	Perú	Sin Version	Online Sincronica
175	10298959A21679	Minería	Estudiante	Perú	Sin Version	Online Asincronica
176	17863A23053	Minería	Otros	Perú	Sin Version	Online Asincronica
177	10513301A25755	Finanzas	Asistente	Perú	Sin Version	Online Asincronica
178	10614574A25532	Seguridad y Salud en el Trabajo	Otros	Perú	Sin Version	Online Asincronica
179	9459927A26359	Mantenimiento	Gerente de Área/Unidad	Perú	Sin Version	Online Asincronica
180	9757919A19672	Gestión Ambiental	Coordinador	Perú	Sin Version	Online Asincronica
181	10292577A19669	Gestión Ambiental	Analista	Perú	Sin Version	Online Asincronica
182	10192742A21839	Proyectos	Practicante	Perú	Sin Version	Online Asincronica
183	4001A22088	Transformación Digital	Jefe	Perú	Sin Version	Online Asincronica
184	9861643A22128	Transformación Digital	Analista	Perú	Sin Version	Online Asincronica
185	264475A22881	Data Science	Analista	Perú	Sin Version	Online Asincronica
186	10437918A24759	Calidad	Practicante	Perú	Sin Version	Online Asincronica
187	10266302A21504	Finanzas	Gerente de Área/Unidad	Perú	Sin Version	Online Asincronica
188	10263727A23001	Seguridad Alimentaria	Asistente	Perú	Sin Version	Online Asincronica
189	9617878A24481	Gestión Ambiental	Supervisor	Perú	Sin Version	Online Asincronica
190	10322999A24478	Gestión Ambiental	Supervisor	Perú	Sin Version	Online Asincronica
191	10249567A24727	Calidad	Encargado	Perú	Sin Version	Online Asincronica
192	9687140A21850	Proyectos	Otros	Perú	Sin Version	Online Asincronica
193	9445213A21850	Proyectos	Jefe	Perú	Sin Version	Online Asincronica
194	10374949A21850	Proyectos	Practicante	Perú	Sin Version	Online Asincronica
195	9305339A24117	Mantenimiento	Supervisor	Perú	Sin Version	Online Asincronica
196	9821698A20553	Tecnologías de la Información	Coordinador	Perú	Sin Version	Online Asincronica
197	10235886A20553	Tecnologías de la Información	Asistente	Perú	Sin Version	Online Asincronica
198	10298841A20553	Tecnologías de la Información	Analista	Perú	Sin Version	Online Asincronica
199	10234010A21850	Proyectos	Analista	Perú	Sin Version	Online Asincronica
200	10331745A21850	Proyectos	Gerente de Área/Unidad	Perú	Sin Version	Online Asincronica
201	10346704A22992	Seguridad Alimentaria	Otros	Perú	Sin Version	Online Asincronica
202	10268079A21850	Proyectos	Otros	Perú	Sin Version	Online Asincronica
203	10102167A25754	Finanzas	Analista	Perú	Sin Version	Online Asincronica
204	10523672A25754	Finanzas	Supervisor	Perú	Sin Version	Online Asincronica
205	10602179A25757	Finanzas	Analista	Perú	Sin Version	Online Asincronica
206	9919201A25754	Finanzas	Asistente	Perú	Sin Version	Online Asincronica
207	10614574A25528	Seguridad y Salud en el Trabajo	Otros	Perú	Sin Version	Online Asincronica
208	10614574A25531	Seguridad y Salud en el Trabajo	Otros	Perú	Sin Version	Online Asincronica
209	10340515A25754	Finanzas	Analista	Perú	Sin Version	Online Asincronica
210	10262947A21469	Continuidad del Negocio	Asistente	Perú	Sin Version	Online Asincronica
211	9514925A21575	Mantenimiento	Jefe	Perú	Sin Version	Online Asincronica
212	10076025A22880	Data Science	Analista	Perú	Sin Version	Online Asincronica
213	10214990A21340	Calidad	Supervisor	Perú	Sin Version	Online Asincronica
214	10249775A21340	Calidad	Asistente	Perú	Sin Version	Online Asincronica
215	10083750A21575	Mantenimiento	Supervisor	Perú	Sin Version	Online Asincronica
216	10345311A23052	Minería	Asistente	Perú	Sin Version	Online Asincronica
217	9877546A20229	Finanzas	Otros	Perú	Sin Version	Online Asincronica
218	10293027A21815	Minería	Supervisor	Perú	Sin Version	Online Asincronica
219	143278A21503	Finanzas	Jefe	Perú	Sin Version	Online Asincronica
220	10260221A21503	Finanzas	Coordinador	Perú	Sin Version	Online Asincronica
221	9675853A21503	Finanzas	Supervisor	Perú	Sin Version	Online Asincronica
222	10419358A21503	Finanzas	Asistente	Perú	Sin Version	Online Asincronica
223	10469182A24663	Minería	Funcionario Publico	Perú	Sin Version	Online Asincronica
224	10583291A24663	Minería	Asistente	Perú	Sin Version	Online Asincronica
225	9712362A17776	Seguridad y Salud en el Trabajo	Otros	Perú	Sin Version	Online Asincronica
226	72710A21105	Gestión Ambiental	Encargado	Perú	Sin Version	Online Sincronica
227	10338313A22004	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
228	9540687A22004	Seguridad y Salud en el Trabajo	Encargado	Perú	Sin Version	Online Asincronica
229	10214990A21105	Gestión Ambiental	Supervisor	Perú	Sin Version	Online Sincronica
230	10191475A22004	Seguridad y Salud en el Trabajo	Jefe	Perú	Sin Version	Online Asincronica
231	10067917A21998	Seguridad y Salud en el Trabajo	Analista	Perú	Sin Version	Online Asincronica
232	10253959A22004	Seguridad y Salud en el Trabajo	Asistente	Perú	Sin Version	Online Asincronica
233	10416274A22004	Seguridad y Salud en el Trabajo		Perú	Sin Version	Online Asincronica
234	10337658A22711	Gestión Ambiental	Otros	Perú	Sin Version	Online Asincronica
235	9904190A22227	Proyectos	Supervisor	Perú	Gerencial	Online Asincronica
236	10054906A24500	Proyectos	Coordinador	Perú	Sin Version	Online Asincronica
237	10179231A24480	Gestión Ambiental	Asistente	Perú	Sin Version	Online Asincronica
238	10138942A21969	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
239	10051850A21909	Seguridad Alimentaria	Encargado	Perú	Sin Version	Online Asincronica
240	10323037A21261	Calidad	Jefe	Perú	Sin Version	Online Asincronica
241	9845601A21723	Minería	Otros	Perú	Sin Version	Online Asincronica
242	10052454A21839	Proyectos	Jefe	Perú	Sin Version	Online Asincronica
243	10318776A21345	Calidad	Otros	Perú	Sin Version	Online Asincronica
244	10298367A24511	Proyectos	Supervisor	Perú	Sin Version	Online Asincronica
245	10606598A24511	Proyectos	Asistente	Perú	Sin Version	Online Asincronica
246	10101796A24511	Proyectos	Coordinador	Perú	Sin Version	Online Asincronica
247	10553800A25527	Seguridad y Salud en el Trabajo	Practicante	Perú	Sin Version	Online Asincronica
248	10586162A24720	Calidad	Supervisor	Perú	Sin Version	Online Asincronica
249	10026645A25530	Seguridad y Salud en el Trabajo	Jefe	Perú	Sin Version	Online Asincronica
250	10458026A24511	Proyectos	Supervisor	Perú	Sin Version	Online Asincronica
251	9628622A24725	Seguridad y Salud en el Trabajo	Gerente de Área/Unidad	Perú	Sin Version	Online Asincronica
252	10614574A25530	Seguridad y Salud en el Trabajo	Otros	Perú	Sin Version	Online Asincronica
253	10184703A25756	Finanzas	Encargado	Perú	Sin Version	Online Asincronica
254	10565668A25530	Seguridad y Salud en el Trabajo	Otros	Perú	Sin Version	Online Asincronica
255	9511545A24511	Proyectos	Otros	Perú	Sin Version	Online Asincronica
256	10587786A25000	Continuidad del Negocio		Perú	Sin Version	Online Asincronica
257	9764651A25524	Seguridad y Salud en el Trabajo	Encargado	Perú	Sin Version	Online Asincronica
258	193248A25524	Seguridad y Salud en el Trabajo	Prevencionista	Perú	Sin Version	Online Asincronica
259	10684203A25000	Continuidad del Negocio	Supervisor	Perú	Sin Version	Online Asincronica
260	9904500A25524	Seguridad y Salud en el Trabajo	Consultor	Perú	Sin Version	Online Asincronica
261	72710A21302	Calidad	Encargado	Perú	Sin Version	Online Asincronica
262	9399970A21674	Minería	Asistente	Perú	Sin Version	Online Asincronica
263	10264576A21840	Proyectos	Coordinador	Perú	Sin Version	Online Asincronica
264	10075290A22627	Seguridad Alimentaria	Supervisor	Perú	Sin Version	Online Asincronica
265	9915912A21508	Finanzas	Otros	Perú	Sin Version	Online Asincronica
266	10339830A21571	Mantenimiento	Otros	Perú	Sin Version	Online Asincronica
267	10298069A22152	Transformación Digital	Coordinador	Perú	Sin Version	Online Asincronica
268	10398098A21296	Gestión Ambiental		Perú	Sin Version	Online Asincronica
269	47007A21571	Mantenimiento	Funcionario Publico	Perú	Sin Version	Online Asincronica
270	10325842A22713	Gestión Ambiental	Coordinador	Perú	Sin Version	Online Asincronica
271	10277880A22006	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
272	117761A21571	Mantenimiento	Jefe	Perú	Sin Version	Online Asincronica
273	147923A21674	Minería	Supervisor	Perú	Sin Version	Online Asincronica
274	9618818A21505	Finanzas	Analista	Perú	Sin Version	Online Asincronica
275	9784317A22252	Tecnologías de la Información	Analista	Perú	Sin Version	Online Asincronica
276	9502491A19796	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
277	10269542A20022	Mantenimiento	Analista	Perú	Sin Version	Online Asincronica
278	10165218A21751	Minería	Supervisor	Perú	Sin Version	Online Asincronica
279	9614933A21751	Minería	Asistente	Perú	Sin Version	Online Asincronica
280	9347139A21605	Mantenimiento	Jefe	Perú	Sin Version	Online Asincronica
281	10157781A21751	Minería	Supervisor	Perú	Sin Version	Online Asincronica
282	9385040A21605	Mantenimiento	Practicante	Perú	Sin Version	Online Asincronica
283	10340524A22000	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
284	10052178A21751	Minería	Supervisor	Perú	Sin Version	Online Asincronica
285	50121A22000	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
286	10598134A24556	Minería	Estudiante	Perú	Sin Version	Online Asincronica
287	9585415A21679	Minería	Supervisor	Perú	Sin Version	Online Asincronica
288	9667606A23053	Minería	Supervisor	Perú	Sin Version	Online Asincronica
289	14456A19083	Proyectos	Jefe	Perú	Sin Version	Online Sincronica
290	9522236A21324	Calidad	Otros	Perú	Sin Version	Online Asincronica
291	255544A23053	Minería	Supervisor	Perú	Sin Version	Online Asincronica
292	9456361A26362	Mantenimiento	Asistente	Perú	Sin Version	Online Asincronica
293	9877803A19961	Construcción	Asistente	Perú	Sin Version	Online Asincronica
294	9546421A21816	Minería	Jefe	Perú	Sin Version	Online Asincronica
295	9852245A21504	Finanzas	Supervisor	Perú	Sin Version	Online Asincronica
296	9065038A21942	Seguridad de la Información	Jefe	Perú	Sin Version	Online Asincronica
297	154167A22128	Transformación Digital	Analista	Perú	Sin Version	Online Asincronica
298	10404217A23053	Minería	Supervisor	Perú	Sin Version	Online Asincronica
299	10317378A25526	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
300	10365881A22125	Transformación Digital	Analista	Perú	Sin Version	Online Asincronica
301	10070652A21504	Finanzas	Asistente	Perú	Sin Version	Online Asincronica
302	10375699A21504	Finanzas	Supervisor	Perú	Sin Version	Online Asincronica
303	10087639A22227	Proyectos		Perú	Sin Version	Online Asincronica
304	9630548A22712	Gestión Ambiental	Coordinador	Perú	Sin Version	Online Asincronica
305	10369753A25165	Transformación Digital	Asistente	Perú	Sin Version	Online Asincronica
306	9977630A24999	Continuidad del Negocio	Coordinador	Perú	Sin Version	Online Asincronica
307	9991656A19792	Seguridad y Salud en el Trabajo	Coordinador	Perú	Sin Version	Online Asincronica
308	10102167A21850	Proyectos	Analista	Perú	Sin Version	Online Asincronica
309	10180087A20553	Tecnologías de la Información	Practicante	Perú	Sin Version	Online Asincronica
310	10180091A20553	Tecnologías de la Información		Perú	Sin Version	Online Asincronica
311	10180109A20553	Tecnologías de la Información	Practicante	Perú	Sin Version	Online Asincronica
312	9508872A20553	Tecnologías de la Información	Asistente	Perú	Sin Version	Online Asincronica
313	10180112A20553	Tecnologías de la Información	Practicante	Perú	Sin Version	Online Asincronica
314	10193034A20553	Tecnologías de la Información	Practicante	Perú	Sin Version	Online Asincronica
315	10279479A20570	Seguridad de la Información	Jefe	Perú	Sin Version	Online Sincronica
316	10250482A19809	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
317	9930818A19993	Mantenimiento	Otros	Perú	Sin Version	Online Asincronica
318	13231A20230	Finanzas	Jefe	Perú	Sin Version	Online Asincronica
319	10253959A21154	Data Science	Asistente	Perú	Sin Version	Online Asincronica
320	10115318A21850	Proyectos	Supervisor	Perú	Sin Version	Online Asincronica
321	10256371A21850	Proyectos	Practicante	Perú	Sin Version	Online Asincronica
322	10361784A21850	Proyectos	Asistente	Perú	Sin Version	Online Asincronica
323	10437786A21850	Proyectos		Perú	Sin Version	Online Asincronica
324	10378999A24117	Mantenimiento	Analista	Perú	Sin Version	Online Asincronica
325	10403372A24555	Minería	Analista	Perú	Sin Version	Online Asincronica
326	10180665A24572	Minería	Jefe	Perú	Sin Version	Online Asincronica
327	10499748A24555	Minería	Otros	Perú	Sin Version	Online Asincronica
328	18772A19989	Mantenimiento	Coordinador	Perú	Sin Version	Online Asincronica
329	9282648A19989	Mantenimiento	Encargado	Perú	Sin Version	Online Asincronica
330	9910110A21506	Finanzas		Perú	Sin Version	Online Asincronica
331	9733667A22714	Gestión Ambiental	Supervisor	Perú	Sin Version	Online Asincronica
332	9518871A22714	Gestión Ambiental	Supervisor	Perú	Sin Version	Online Asincronica
333	9524649A21340	Calidad	Coordinador	Perú	Sin Version	Online Asincronica
334	10223469A22714	Gestión Ambiental	Gerente General/ Apoderado	Perú	Sin Version	Online Asincronica
335	10399818A21340	Calidad	Coordinador	Perú	Sin Version	Online Asincronica
336	10112177A21907	Seguridad Alimentaria	Gerente de Área/Unidad	Perú	Sin Version	Online Asincronica
